TransitionGroupID,Model_Code,mean_amount,annual_probability,BpS_Name
All Fire,11110_34,132.7752,0.1327752,Western Great Plains Mesquite Woodland and Shrubland
All Fire,11120_4_5,87.7784,0.0877784,California Central Valley Mixed Oak Savanna
All Fire,11130_3,75.2412,0.0752412,California Coastal Live Oak Woodland and Savanna
All Fire,11130_4,75.9986,0.0759986,California Coastal Live Oak Woodland and Savanna
All Fire,11140_3_6_7,110.2444,0.1102444,California Lower Montane Blue Oak-Foothill Pine Woodland and Savanna
All Fire,11140_4_5,86.671,0.086671,California Lower Montane Blue Oak-Foothill Pine Woodland and Savanna
All Fire,11150_10_19,5.3554,0.0053554,Inter-Mountain Basins Juniper Savanna
All Fire,11150_13,5.3602,0.0053602,Inter-Mountain Basins Juniper Savanna
All Fire,11150_14,5.3178,0.0053178,Inter-Mountain Basins Juniper Savanna
All Fire,11150_15_16_23_24,15.4166,0.0154166,Inter-Mountain Basins Juniper Savanna
All Fire,11150_17,5.3592,0.0053592,Inter-Mountain Basins Juniper Savanna
All Fire,11150_21_22,15.4206,0.0154206,Inter-Mountain Basins Juniper Savanna
All Fire,11150_28,8.8816,0.0088816,Inter-Mountain Basins Juniper Savanna
All Fire,11160_15_25,21.6964,0.0216964,Madrean Juniper Savanna
All Fire,11160_24,21.955,0.021955,Madrean Juniper Savanna
All Fire,11160_26,101.0738,0.1010738,Madrean Juniper Savanna
All Fire,11170_13_15_28,92.2292,0.0922292,Southern Rocky Mountain Ponderosa Pine Savanna
All Fire,11170_16_23_24,124.4826,0.1244826,Southern Rocky Mountain Ponderosa Pine Savanna
All Fire,11170_20,72.9102,0.0729102,Southern Rocky Mountain Ponderosa Pine Savanna
All Fire,11170_29,68.606,0.068606,Southern Rocky Mountain Ponderosa Pine Savanna
All Fire,11170_33,53.7812,0.0537812,Southern Rocky Mountain Ponderosa Pine Savanna
All Fire,11171_27,84.8118,0.0848118,Southern Rocky Mountain Ponderosa Pine Savanna - South
All Fire,11172_27,52.4864,0.0524864,Southern Rocky Mountain Ponderosa Pine Savanna - North
All Fire,11180_4,61.4952,0.0614952,Southern California Oak Woodland and Savanna
All Fire,11190_24_25,37.6668,0.0376668,Southern Rocky Mountain Juniper Woodland and Savanna
All Fire,11190_26,93.4782,0.0934782,Southern Rocky Mountain Juniper Woodland and Savanna
All Fire,11190_27,37.143,0.037143,Southern Rocky Mountain Juniper Woodland and Savanna
All Fire,11190_28,37.4156,0.0374156,Southern Rocky Mountain Juniper Woodland and Savanna
All Fire,11190_34,25.862,0.025862,Southern Rocky Mountain Juniper Woodland and Savanna
All Fire,11200_1_2_7,101.8672,0.1018672,Willamette Valley Upland Prairie and Savanna
All Fire,11210_14,128.5166,0.1285166,Apacherian-Chihuahuan Semi-Desert Grassland and Steppe
All Fire,11210_15,126.2176,0.1262176,Apacherian-Chihuahuan Semi-Desert Grassland and Steppe
All Fire,11210_24,123.8776,0.1238776,Apacherian-Chihuahuan Semi-Desert Grassland and Steppe
All Fire,11210_25,12.4522,0.0124522,Apacherian-Chihuahuan Semi-Desert Grassland and Steppe
All Fire,11210_26,92.9196,0.0929196,Apacherian-Chihuahuan Semi-Desert Grassland and Steppe
All Fire,11210_27,76.6116,0.0766116,Apacherian-Chihuahuan Semi-Desert Grassland and Steppe
All Fire,11220_25,15.4988,0.0154988,Chihuahuan Gypsophilous Grassland and Steppe
All Fire,11230_1_7_8_9,25.6248,0.0256248,Columbia Plateau Steppe and Grassland
All Fire,11230_10_18,19.8044,0.0198044,Columbia Plateau Steppe and Grassland
All Fire,11240_1_7_8_9,4.4064,0.0044064,Columbia Plateau Low Sagebrush Steppe
All Fire,11240_10_12_17_18_19_21,5.0212,0.0050212,Columbia Plateau Low Sagebrush Steppe
All Fire,11250_1_7_8_9_10_19,16.5466,0.0165466,Inter-Mountain Basins Big Sagebrush Steppe
All Fire,11250_20_29_30_31_33,10.862,0.010862,Inter-Mountain Basins Big Sagebrush Steppe
All Fire,11250_6_12_13_15_16_17_18_23_24_25_28,8.6132,0.0086132,Inter-Mountain Basins Big Sagebrush Steppe
All Fire,11260_1_7_8_9_10_19,32.1598,0.0321598,Inter-Mountain Basins Montane Sagebrush Steppe
All Fire,11260_13,20.3234,0.0203234,Inter-Mountain Basins Montane Sagebrush Steppe
All Fire,11260_20_29_33,20.1238,0.0201238,Inter-Mountain Basins Montane Sagebrush Steppe
All Fire,11260_21,20.1912,0.0201912,Inter-Mountain Basins Montane Sagebrush Steppe
All Fire,11260_22,11.5496,0.0115496,Inter-Mountain Basins Montane Sagebrush Steppe
All Fire,11260_6_12_17_18_28,19.9184,0.0199184,Inter-Mountain Basins Montane Sagebrush Steppe
All Fire,11261_16_23_24,20.3804,0.0203804,Inter-Mountain Basins Montane Sagebrush Steppe - Mountain Big Sagebrush
All Fire,11262_16_23,4.6356,0.0046356,Inter-Mountain Basins Montane Sagebrush Steppe - Low Sagebrush
All Fire,11270_10_12_13_17_18,4.5028,0.0045028,Inter-Mountain Basins Semi-Desert Shrub-Steppe
All Fire,11270_14,4.4374,0.0044374,Inter-Mountain Basins Semi-Desert Shrub-Steppe
All Fire,11270_15,8.4802,0.0084802,Inter-Mountain Basins Semi-Desert Shrub-Steppe
All Fire,11270_16_23_24_25,9.4344,0.0094344,Inter-Mountain Basins Semi-Desert Shrub-Steppe
All Fire,11270_21,4.609,0.004609,Inter-Mountain Basins Semi-Desert Shrub-Steppe
All Fire,11270_22,2.2132,0.0022132,Inter-Mountain Basins Semi-Desert Shrub-Steppe
All Fire,11270_28,8.4374,0.0084374,Inter-Mountain Basins Semi-Desert Shrub-Steppe
All Fire,11270_7_8_9,4.7498,0.0047498,Inter-Mountain Basins Semi-Desert Shrub-Steppe
All Fire,11280_2_3_4,9.016,0.009016,Northern California Coastal Scrub
All Fire,11290_4_5,264.8382,0.2648382,California Central Valley and Southern Coastal Grassland
All Fire,11300_3_4,151.6286,0.1516286,California Mesic Serpentine Grassland
All Fire,11310_2_3_4,443.0584,0.4430584,California Northern Coastal Grassland
All Fire,11320_31_38,131.3084,0.1313084,Central Mixedgrass Prairie
All Fire,11320_32_34_35,206.317,0.206317,Central Mixedgrass Prairie
All Fire,11320_33,65.5498,0.0655498,Central Mixedgrass Prairie
All Fire,11330_25,1.1562,0.0011562,Chihuahuan Sandy Plains Semi-Desert Grassland
All Fire,11340_10,71.1422,0.0711422,Columbia Basin Foothill and Canyon Dry Grassland
All Fire,11340_8_9,109.6772,0.1096772,Columbia Basin Foothill and Canyon Dry Grassland
All Fire,11350_13_14,8.3948,0.0083948,Inter-Mountain Basins Semi-Desert Grassland
All Fire,11350_15_28,40.0448,0.0400448,Inter-Mountain Basins Semi-Desert Grassland
All Fire,11350_16_23_24,39.9014,0.0399014,Inter-Mountain Basins Semi-Desert Grassland
All Fire,11350_22,40.1812,0.0401812,Inter-Mountain Basins Semi-Desert Grassland
All Fire,11350_25,39.7266,0.0397266,Inter-Mountain Basins Semi-Desert Grassland
All Fire,11350_7_8_9_10_12_17_18,12.4552,0.0124552,Inter-Mountain Basins Semi-Desert Grassland
All Fire,11360_6,4.9164,0.0049164,Mediterranean California Alpine Dry Tundra
All Fire,11370_3_6,30.8292,0.0308292,Mediterranean California Subalpine Meadow
All Fire,11380_1,1.3112,0.0013112,North Pacific Montane Grassland
All Fire,11380_3_5,15.8596,0.0158596,North Pacific Montane Grassland
All Fire,11380_6,61.9502,0.0619502,North Pacific Montane Grassland
All Fire,11390_10_19,57.9514,0.0579514,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland
All Fire,11390_18,19.7352,0.0197352,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland
All Fire,11390_20,50.128,0.050128,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland
All Fire,11390_21,31.2214,0.0312214,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland
All Fire,11390_22,15.1734,0.0151734,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland
All Fire,11390_29,28.715,0.028715,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland
All Fire,11390_8_9,28.4542,0.0284542,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland
All Fire,11400_10_19,6.937,0.006937,Northern Rocky Mountain Subalpine-Upper Montane Grassland
All Fire,11400_20,12.651,0.012651,Northern Rocky Mountain Subalpine-Upper Montane Grassland
All Fire,11400_21,4.9054,0.0049054,Northern Rocky Mountain Subalpine-Upper Montane Grassland
All Fire,11400_29,12.4844,0.0124844,Northern Rocky Mountain Subalpine-Upper Montane Grassland
All Fire,11400_9,2.1672,0.0021672,Northern Rocky Mountain Subalpine-Upper Montane Grassland
All Fire,11410_20,83.7024,0.0837024,Northwestern Great Plains Mixedgrass Prairie
All Fire,11410_29_30,73.9452,0.0739452,Northwestern Great Plains Mixedgrass Prairie
All Fire,11410_31,124.7792,0.1247792,Northwestern Great Plains Mixedgrass Prairie
All Fire,11410_39,124.771,0.124771,Northwestern Great Plains Mixedgrass Prairie
All Fire,11410_40,127.8934,0.1278934,Northwestern Great Plains Mixedgrass Prairie
All Fire,11420_8,55.5068,0.0555068,Columbia Basin Palouse Prairie
All Fire,11420_9_10,40.4454,0.0404454,Columbia Basin Palouse Prairie
All Fire,11430_9_19_21_28,1.8978,0.0018978,Rocky Mountain Alpine Fell-Field
All Fire,11440_12_16_19_28,4.7024,0.0047024,Rocky Mountain Alpine Turf
All Fire,11440_21_22,1.9632,0.0019632,Rocky Mountain Alpine Turf
All Fire,11450_13,31.1276,0.0311276,Rocky Mountain Subalpine-Montane Mesic Meadow
All Fire,11450_16,31.3328,0.0313328,Rocky Mountain Subalpine-Montane Mesic Meadow
All Fire,11450_17,25.3208,0.0253208,Rocky Mountain Subalpine-Montane Mesic Meadow
All Fire,11450_20,11.7726,0.0117726,Rocky Mountain Subalpine-Montane Mesic Meadow
All Fire,11450_21,24.6642,0.0246642,Rocky Mountain Subalpine-Montane Mesic Meadow
All Fire,11450_22_24_28,30.8498,0.0308498,Rocky Mountain Subalpine-Montane Mesic Meadow
All Fire,11450_29,11.7916,0.0117916,Rocky Mountain Subalpine-Montane Mesic Meadow
All Fire,11450_9_10_19,31.1004,0.0311004,Rocky Mountain Subalpine-Montane Mesic Meadow
All Fire,11460_15_16_23_24_25_28,100.0288,0.1000288,Southern Rocky Mountain Montane-Subalpine Grassland
All Fire,11460_27,43.5502,0.0435502,Southern Rocky Mountain Montane-Subalpine Grassland
All Fire,11470_27_33,41.4688,0.0414688,Western Great Plains Foothill and Piedmont Grassland
All Fire,11470_28,98.306,0.098306,Western Great Plains Foothill and Piedmont Grassland
All Fire,11480_20_29_30,46.6178,0.0466178,Western Great Plains Sand Prairie
All Fire,11480_31_38,231.3818,0.2313818,Western Great Plains Sand Prairie
All Fire,11480_32,87.0396,0.0870396,Western Great Plains Sand Prairie
All Fire,11480_34_35,76.7156,0.0767156,Western Great Plains Sand Prairie
All Fire,11490_25,51.8808,0.0518808,Western Great Plains Shortgrass Prairie
All Fire,11490_26,184.9968,0.1849968,Western Great Plains Shortgrass Prairie
All Fire,11490_27_38,44.9576,0.0449576,Western Great Plains Shortgrass Prairie
All Fire,11490_28,96.9476,0.0969476,Western Great Plains Shortgrass Prairie
All Fire,11490_29,47.766,0.047766,Western Great Plains Shortgrass Prairie
All Fire,11490_31_33,47.0386,0.0470386,Western Great Plains Shortgrass Prairie
All Fire,11490_34_35,73.764,0.073764,Western Great Plains Shortgrass Prairie
All Fire,11500_31_39_40,198.7748,0.1987748,Western Great Plains Tallgrass Prairie
All Fire,11500_38,197.6614,0.1976614,Western Great Plains Tallgrass Prairie
All Fire,11520_2_3_7,28.3548,0.0283548,California Montane Riparian Systems
All Fire,11520_4_5,23.5012,0.0235012,California Montane Riparian Systems
All Fire,11520_6,21.801,0.021801,California Montane Riparian Systems
All Fire,11530_16_23_24_25_27,4.7642,0.0047642,Inter-Mountain Basins Greasewood Flat
All Fire,11530_20_22_29_30,4.888,0.004888,Inter-Mountain Basins Greasewood Flat
All Fire,11530_28,4.916,0.004916,Inter-Mountain Basins Greasewood Flat
All Fire,11530_6_10_12_13_17_18_19_21,0.9976,0.0009976,Inter-Mountain Basins Greasewood Flat
All Fire,11530_7_8_9,0.976,0.000976,Inter-Mountain Basins Greasewood Flat
All Fire,11540_1_7_8_9,10.1864,0.0101864,Inter-Mountain Basins Montane Riparian Systems
All Fire,11540_10_19,5.7738,0.0057738,Inter-Mountain Basins Montane Riparian Systems
All Fire,11540_13,14.8028,0.0148028,Inter-Mountain Basins Montane Riparian Systems
All Fire,11540_18,5.5584,0.0055584,Inter-Mountain Basins Montane Riparian Systems
All Fire,11540_6_12_16_17,2.6152,0.0026152,Inter-Mountain Basins Montane Riparian Systems
All Fire,11550_13_14,43.82,0.04382,North American Warm Desert Riparian Systems
All Fire,11550_15,13.255,0.013255,North American Warm Desert Riparian Systems
All Fire,11550_25,4.4624,0.0044624,North American Warm Desert Riparian Systems
All Fire,11550_4,44.7328,0.0447328,North American Warm Desert Riparian Systems
All Fire,11552_13_14_15,1.372,0.001372,North American Warm Desert Riparian Systems - Stringers
All Fire,11560_1_2_7,1.3448,0.0013448,North Pacific Lowland Riparian Forest and Shrubland
All Fire,11581_1_2_7,1.1322,0.0011322,North Pacific Montane Riparian Woodland and Shrubland - Wet
All Fire,11582_1_2_7,6.4254,0.0064254,North Pacific Montane Riparian Woodland and Shrubland - Dry
All Fire,11590_10_19,19.8262,0.0198262,Rocky Mountain Montane Riparian Systems
All Fire,11590_12_17,2.7084,0.0027084,Rocky Mountain Montane Riparian Systems
All Fire,11590_13,14.7456,0.0147456,Rocky Mountain Montane Riparian Systems
All Fire,11590_15,151.441,0.151441,Rocky Mountain Montane Riparian Systems
All Fire,11590_16_23_24_26,16.6702,0.0166702,Rocky Mountain Montane Riparian Systems
All Fire,11590_18,5.7034,0.0057034,Rocky Mountain Montane Riparian Systems
All Fire,11590_20,18.8318,0.0188318,Rocky Mountain Montane Riparian Systems
All Fire,11590_21,5.3978,0.0053978,Rocky Mountain Montane Riparian Systems
All Fire,11590_22,16.2326,0.0162326,Rocky Mountain Montane Riparian Systems
All Fire,11590_25,16.2042,0.0162042,Rocky Mountain Montane Riparian Systems
All Fire,11590_27_33,16.2568,0.0162568,Rocky Mountain Montane Riparian Systems
All Fire,11590_28,16.0768,0.0160768,Rocky Mountain Montane Riparian Systems
All Fire,11590_29,18.6046,0.0186046,Rocky Mountain Montane Riparian Systems
All Fire,11590_8_9,19.874,0.019874,Rocky Mountain Montane Riparian Systems
All Fire,11600_10_19,12.347,0.012347,Rocky Mountain Subalpine/Upper Montane Riparian Systems
All Fire,11600_12_17,16.0362,0.0160362,Rocky Mountain Subalpine/Upper Montane Riparian Systems
All Fire,11600_15_28,16.3066,0.0163066,Rocky Mountain Subalpine/Upper Montane Riparian Systems
All Fire,11600_16,15.9262,0.0159262,Rocky Mountain Subalpine/Upper Montane Riparian Systems
All Fire,11600_18,23.7824,0.0237824,Rocky Mountain Subalpine/Upper Montane Riparian Systems
All Fire,11600_20_29,6.6242,0.0066242,Rocky Mountain Subalpine/Upper Montane Riparian Systems
All Fire,11600_21,3.3504,0.0033504,Rocky Mountain Subalpine/Upper Montane Riparian Systems
All Fire,11600_23,16.5578,0.0165578,Rocky Mountain Subalpine/Upper Montane Riparian Systems
All Fire,11600_8_9,12.535,0.012535,Rocky Mountain Subalpine/Upper Montane Riparian Systems
All Fire,11610_21,2.552,0.002552,Northern Rocky Mountain Conifer Swamp
All Fire,11610_9_10_19,2.5586,0.0025586,Northern Rocky Mountain Conifer Swamp
All Fire,11620_20,17.621,0.017621,Western Great Plains Floodplain Systems
All Fire,11620_22,9.6356,0.0096356,Western Great Plains Floodplain Systems
All Fire,11620_27_33,37.4986,0.0374986,Western Great Plains Floodplain Systems
All Fire,11620_29_30,19.482,0.019482,Western Great Plains Floodplain Systems
All Fire,11620_31_39_40,19.731,0.019731,Western Great Plains Floodplain Systems
All Fire,11620_32_35,74.5422,0.0745422,Western Great Plains Floodplain Systems
All Fire,11620_34,13.1462,0.0131462,Western Great Plains Floodplain Systems
All Fire,11620_38,19.8928,0.0198928,Western Great Plains Floodplain Systems
All Fire,11630_3_4_5,94.268,0.094268,Pacific Coastal Marsh Systems
All Fire,11650_1_7_8,18.3754,0.0183754,Northern Rocky Mountain Foothill Conifer Wooded Steppe
All Fire,11650_9,54.9514,0.0549514,Northern Rocky Mountain Foothill Conifer Wooded Steppe
All Fire,11660_21,25.279,0.025279,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland
All Fire,11660_22,30.8542,0.0308542,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland
All Fire,11660_29,54.2218,0.0542218,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland
All Fire,11660_9_10_19,36.4006,0.0364006,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland
All Fire,11662_19,54.9062,0.0549062,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland - Fire-maintained Savanna
All Fire,11670_1_7_9,18.1248,0.0181248,Rocky Mountain Poor-Site Lodgepole Pine Forest
All Fire,11670_10_19,3.4644,0.0034644,Rocky Mountain Poor-Site Lodgepole Pine Forest
All Fire,11670_21,4.9386,0.0049386,Rocky Mountain Poor-Site Lodgepole Pine Forest
All Fire,11700_2_3_7,76.4278,0.0764278,Klamath-Siskiyou Xeromorphic Serpentine Savanna and Chaparral
All Fire,11710_1,1.998,0.001998,North Pacific Alpine and Subalpine Dry Grassland
All Fire,11710_7,4.9202,0.0049202,North Pacific Alpine and Subalpine Dry Grassland
All Fire,11720_7,42.5684,0.0425684,Sierran-Intermontane Desert Western White Pine-White Fir Woodland
All Fire,11730_1_7,2.0112,0.0020112,North Pacific Wooded Volcanic Flowage
All Fire,11740_1_7,6.3008,0.0063008,North Pacific Dry-Mesic Silver Fir-Western Hemlock-Douglas-fir Forest
All Fire,11770_3,45.7394,0.0457394,California Coastal Closed-Cone Conifer Forest and Woodland
All Fire,11770_4,27.832,0.027832,California Coastal Closed-Cone Conifer Forest and Woodland
All Fire,11790_31,70.6906,0.0706906,Northwestern Great Plains-Black Hills Ponderosa Pine Woodland and Savanna
All Fire,11791_29_30,57.717,0.057717,Northwestern Great Plains-Black Hills Ponderosa Pine Woodland and Savanna - Low Elevation Woodland
All Fire,11792_29_30,66.872,0.066872,Northwestern Great Plains-Black Hills Ponderosa Pine Woodland and Savanna - Savanna
All Fire,13010_40,12.0636,0.0120636,Boreal Aspen-Birch Forest
All Fire,13020_40,0.4724,0.0004724,Laurentian-Acadian Northern Hardwoods Forest
All Fire,13020_63,0.4796,0.0004796,Laurentian-Acadian Northern Hardwoods Forest
All Fire,13020_64,0.5004,0.0005004,Laurentian-Acadian Northern Hardwoods Forest
All Fire,13020_65_66,0.9998,0.0009998,Laurentian-Acadian Northern Hardwoods Forest
All Fire,13022_41_50_51,0.486,0.000486,Laurentian-Acadian Northern Hardwoods Forest - Hemlock
All Fire,13023_51,0.9718,0.0009718,Laurentian-Acadian Northern Hardwoods Forest - Northern Sugar Maple-Basswood
All Fire,13030_60,268.9662,0.2689662,Northeastern Interior Dry-Mesic Oak Forest
All Fire,13030_61_63_64_65_66,184.3418,0.1843418,Northeastern Interior Dry-Mesic Oak Forest
All Fire,13030_62,174.7016,0.1747016,Northeastern Interior Dry-Mesic Oak Forest
All Fire,13040_32_43_44_49,85.975,0.085975,Ozark-Ouachita Dry-Mesic Oak Forest
All Fire,13050_47_48,232.4918,0.2324918,Southern Interior Low Plateau Dry-Mesic Oak Forest
All Fire,13050_49,136.9044,0.1369044,Southern Interior Low Plateau Dry-Mesic Oak Forest
All Fire,13050_53,580.0654,0.5800654,Southern Interior Low Plateau Dry-Mesic Oak Forest
All Fire,13060_47_48,119.6006,0.1196006,East Gulf Coastal Plain Northern Loess Plain Oak-Hickory Upland
All Fire,13070_46_47_48,127.8554,0.1278554,East Gulf Coastal Plain Northern Dry Upland Hardwood Forest
All Fire,13080_32_35,206.3558,0.2063558,Crosstimbers Oak Forest and Woodland
All Fire,13080_38_43_44,204.751,0.204751,Crosstimbers Oak Forest and Woodland
All Fire,13090_53_57,6.0644,0.0060644,Southern Appalachian Northern Hardwood Forest
All Fire,13100_38_42_43,40.8348,0.0408348,North-Central Interior Dry-Mesic Oak Forest and Woodland
All Fire,13100_39,53.523,0.053523,North-Central Interior Dry-Mesic Oak Forest and Woodland
All Fire,13100_41_62,74.8626,0.0748626,North-Central Interior Dry-Mesic Oak Forest and Woodland
All Fire,13100_44_50,41.736,0.041736,North-Central Interior Dry-Mesic Oak Forest and Woodland
All Fire,13100_47,107.7156,0.1077156,North-Central Interior Dry-Mesic Oak Forest and Woodland
All Fire,13100_49,79.3404,0.0793404,North-Central Interior Dry-Mesic Oak Forest and Woodland
All Fire,13100_51,107.7534,0.1077534,North-Central Interior Dry-Mesic Oak Forest and Woodland
All Fire,13100_52,77.6032,0.0776032,North-Central Interior Dry-Mesic Oak Forest and Woodland
All Fire,13110_39,78.4552,0.0784552,North-Central Interior Dry Oak Forest and Woodland
All Fire,13110_42_43,108.9432,0.1089432,North-Central Interior Dry Oak Forest and Woodland
All Fire,13110_44,71.516,0.071516,North-Central Interior Dry Oak Forest and Woodland
All Fire,13110_49,106.8442,0.1068442,North-Central Interior Dry Oak Forest and Woodland
All Fire,13110_50,70.731,0.070731,North-Central Interior Dry Oak Forest and Woodland
